,title,text,label
87,"Group backed by LeBron James launches a campaign focused on criminal justice reform
https://cnnphilippines.com/world/2021/7/28/LeBron-James-group-criminal-justice-reform.html?fbclid=IwAR2q9v9vjZvgJhT5AB2K-cfsRYoU3P-GBhdYwQDhPuojFgJhsiFYMF4d2Lo","Group backed by LeBron James launches a campaign focused on criminal justice reform
https://cnnphilippines.com/world/2021/7/28/LeBron-James-group-criminal-justice-reform.html?fbclid=IwAR2q9v9vjZvgJhT5AB2K-cfsRYoU3P-GBhdYwQDhPuojFgJhsiFYMF4d2Lo

(CNN) — The political organization cofounded by NBA superstar LeBron James launched a new campaign Monday to promote voting rights and criminal justice reform.

The campaign, ""Protect Our People,"" is being spearheaded by James' More Than a Vote, a voting rights organization; and Uninterrupted, an athlete empowerment brand.

""We can't lose the momentum of last summer,"" reads a tweet from Uninterrupted. ""We need real solutions to stop police brutality.""

This campaign comes on the heels of another that the group started in March named ""Protect Our Power,"" which focuses on fighting voter suppression across the country. More Than A Vote was formed last year after the killings of George Floyd and Breonna Taylor to leverage the collective voices of athletes in the fight against systemic racism, reads the organization's press release.

""More Than A Vote is stepping up its criminal justice reform work because 2020 proved that when athletes speak out about the issues that matter to them, people listen,"" spokesman Michael Tyler said in a press release. ""The Protect Our People campaign will replicate the successful model of harnessing athlete activism in electoral politics and apply it to the ongoing fight to move public opinion and change criminal justice policies that regularly victimize Black communities.""

The campaign had a soft launch in May on the anniversary of Floyd's death. On Monday, it officially kicked off with a segment of HBO's ""The Shop,"" a show produced by James and business partner Maverick Carter. HBO is also part of CNN's parent company, Warner Media.

The segment featured conversations between Art Acevedo, chief of the Miami Police Department; Natasha Cloud, WNBA champion; Ben Crump, national civil rights attorney; Philonise Floyd, brother of George Floyd; Jemele Hill, journalist; and Meek Mill, rapper. The group discussed issues with the criminal justice system and policing policies.

""We need systemic change that holds the police accountable,"" reads a tweet from Uninterrupted. ""The George Floyd Justice in Policing Act won't solve everything -- but it's a first step.""

The proposed law was named in honor of Floyd, whose death in police custody sparked nationwide calls to overhaul policing and address racial injustice. The measure passed the House of Representatives in March but is stalled in the Senate. The campaign's first goal is to see it is passed. Organizers are urging citizens to pressure lawmakers.

""Taking down statues, wearing Black Lives Matter T-shirts ... that's all crumbs,"" said Cloud during the segment. ""We want the whole meal. A meal is passing laws. It's passing this bill. It's putting in real legislation that can change our country.""",REAL
88,"How a mother and daughter rose up in Nxivm, got indicted and eventually turned against Keith Raniere
https://cnnphilippines.com/world/2021/7/28/Nxivm-Keith-Raniere-Salzman.html?fbclid=IwAR0JZQQvbA6YgWcXmmtDKUVqWiqzh1lh2yTIh4pWZq3DtFoPfA5lIzr4cmo","How a mother and daughter rose up in Nxivm, got indicted and eventually turned against Keith Raniere
https://cnnphilippines.com/world/2021/7/28/Nxivm-Keith-Raniere-Salzman.html?fbclid=IwAR0JZQQvbA6YgWcXmmtDKUVqWiqzh1lh2yTIh4pWZq3DtFoPfA5lIzr4cmo

(CNN) — Lauren Salzman was once a high-ranking leader of the purported self-help group Nxivm and a loyal member of founder Keith Raniere's inner circle.

But ahead of her sentencing Wednesday in Brooklyn, she shared in court documents why she eventually cooperated with the government and testified against him.

In 2019, Salzman pleaded guilty to racketeering and racketeering conspiracy charges. She could face seven to nine years in prison, but prosecutors recommended less time, writing to US District Judge Nicholas Garaufis that her cooperation was ""extraordinary"" and that her testimony ""substantially contributed"" to the prosecution of Raniere.

He was sentenced to 120 years in prison after being convicted of racketeering, sex trafficking, sexual eploitation of a child, human trafficking and more in 2019.

Garaufis scalled Raniere's crimes ""cruel, perverse and extremely serious.""

Salzman's attorneys point out that she was the first co-defendant to cooperate and the only one to testify. They say she spent ""countless"" hours explaining how the criminal enterprise worked to prosecutors. Her attorneys asked that she receive no prison time.

During her testimony, Salzman spoke about becoming part of a secretive group within Nxivm called DOS. It was touted as a ""women's empowerment group"" and its existence was kept secret, enforced by the demand that the women who joined share ""collateral"" with its leaders -- damaging documents such as explicit nude photos and letters. She said women were directed to have sex with Raniere, directed to send sexually explicit photos to him and were coerced to get brands with his initials on them, symbolizing a lifetime vow.

One witness testified about how Salzman had been part of a group who kept her in a room for two years by withholding her immigration and identification documents, despite her begging to leave.

Salzman's journey into Nxvim, what finally pushed her to plead guilty and testify against her longtime lover, and how she continues to grapple with her role are detailed in documents filed before her sentencing. They include a letter from Salzman apologizing to victims.

""I wish I could go back. I wish I could take my participation back. I wish I had been stronger and seen things sooner,"" Salzman wrote to the court.",REAL
89,"Joey Jordison, former Slipknot drummer, dies at 46
https://cnnphilippines.com/entertainment/2021/7/28/Joey-Jordison-Slipknot-drummer-dead.html?fbclid=IwAR1tShjYnL--t1GXEiNlAoW9h13iLXl5z_yiQGXGwX6PElEfIPVpG38Cwnc","Joey Jordison, former Slipknot drummer, dies at 46
https://cnnphilippines.com/entertainment/2021/7/28/Joey-Jordison-Slipknot-drummer-dead.html?fbclid=IwAR1tShjYnL--t1GXEiNlAoW9h13iLXl5z_yiQGXGwX6PElEfIPVpG38Cwnc

CNN) — Joey Jordison, a founder of the heavy metal band Slipknot, has died, his family announced in a statement provided Tuesday to CNN.

He was 46.

""We are heartbroken to share the news that Joey Jordison, prolific drummer, musician and artist passed away peacefully in his sleep on July 26th, 2021,"" the family said. ""Joey's death has left us with empty hearts and feelings of indescribable sorrow.""

Legendary band Metallica paid tribute to Jordison on their official Facebook page with a photo of him on stage and the caption ""R.I.P. brother.""

Jordison served as a drummer for Slipknot, which he helped create in Des Moines, Iowa, in 1995.

The masked band burst onto the music scene with a self-titled album in 1999.

They enjoyed much success, including the selling of millions of records worldwide and the formation of the Knotfest music festival in 2012.

There were also controversies surrounding some of their violent lyrics. And founding bassist Paul Gray overdosed at the age of 38.

In 2013, it was announced that Jordison and the band would be parting ways.

Three years later the musician revealed to Metal Hammer that he had been diagnosed with a rare disease of the nervous system and said he was hurt after the band fired him via email.

""No band meeting? None,"" Jordison told the publication. ""Anything from management? No, nothing.""

He also said he was angered that some people thought his ailment may have been connected to substance abuse, but said he loved his bandmates and was open to rejoining them.

Jordison also launched other bands Scar the Martyr, Vimic and Sinsaenum.

In the family's statement released Tuesday they wrote ""To those that knew Joey, understood his quick wit, his gentle personality, giant heart and his love for all things family and music.""

The family will have a private funeral service.",REAL
90,"Prison Break' star Wentworth Miller reveals autism diagnosis
https://cnnphilippines.com/entertainment/2021/7/28/Prison-Break-Wentworth-Miller-autism-diagnosis.html?fbclid=IwAR1NNRoQM7OHiM6VfA0JRLyMRq3ZHscrNWv7kmGCF6zL3P9p3Y0Q3mE1ZzE","Prison Break' star Wentworth Miller reveals autism diagnosis
https://cnnphilippines.com/entertainment/2021/7/28/Prison-Break-Wentworth-Miller-autism-diagnosis.html?fbclid=IwAR1NNRoQM7OHiM6VfA0JRLyMRq3ZHscrNWv7kmGCF6zL3P9p3Y0Q3mE1ZzE

(CNN) — Wentworth Miller has revealed he received an autism diagnosis a year ago, and he's sharing his feelings about it with the world.

The ""Prison Break"" star said on Instagram, ""This isn't something I'd change ... immediately being autistic is central to who I am. To everything I've achieved/articulated.""

He did not include a picture alongside the caption, and instead posted a blank white square. He continued: ""This fall marks 1 year since I received my informal autism diagnosis. Preceded by a self-diagnosis. Followed by a formal diagnosis. It was a long, flawed process in need of updating. IMO. I'm a middle-aged man. Not a 5-year-old.""

Wentworth is 49.

Miller wrote that he knows ""access to a diagnosis is a privilege many do not enjoy,"" and that the diagnosis was ""a shock"" but ""not a surprise.""

""I don't know enough about autism. (There's a lot to know.),"" he wrote. ""Right now my work looks like evolving my understanding. Re-examining 5 decades of lived experience thru a new lens.""

Meanwhile, he adds, ""I don't want to run the risk of suddenly being a loud, ill-informed voice in the room. The #autistic community (this I do know) has historically been talked over. Spoken for. I don't wish to do additional harm. Only to raise my hand, say, 'I am here.' Have been (w/o realizing it).""

Miller thanked people in his life who ""consciously or unconsciously gave me that extra bit of grace + space over the years"" and allowed him to ""move thru the world in a way that made sense to me whether or not it made sense to them.""",REAL
91,"Google revenue jumps 62%, fueled by demand for online advertising
https://www.cnnphilippines.com/business/2021/7/28/Google-revenue-jumps-pandemic.html?_=1627427321759&fbclid=IwAR3HC95o9X0uWPi9g__CeGOyMZjTmaeUQEkLcd7E133lglZBRgEvxL3GDRY","Google revenue jumps 62%, fueled by demand for online advertising
https://www.cnnphilippines.com/business/2021/7/28/Google-revenue-jumps-pandemic.html?_=1627427321759&fbclid=IwAR3HC95o9X0uWPi9g__CeGOyMZjTmaeUQEkLcd7E133lglZBRgEvxL3GDRY

(CNN) — This time last year, Google was starting to feel the early pandemic slump as large parts of the global economy shut down. On Tuesday, the company showed just how far it's come since.

Google's parent company Alphabet reported revenue of $61.9 billion for the quarter ended June 30, a staggering 62% jump from the same quarter last year and significantly higher than analysts had expected. The company's profits more than doubled to $18.5 billion.

Alphabet's stock rose 3% in after-hours trading Tuesday following the earnings report.

Much of that growth was driven by a rebound in Google's core advertising business, which posted revenue of $50.4 billion — a 69% increase from the year prior. Ad revenue from the company's video platform YouTube surged 84% to $7 billion.

Google's ongoing efforts to diversity its business beyond online advertising also appear to be bearing fruit.

Alphabet and Google CEO Sundar Pichai hailed the company's investments in artificial intelligence and its rapidly growing cloud business, the latter of which shrunk its quarterly losses from $1.4 billion to $591 million compared to the same period last year. Google Cloud revenue surged 54% to $4.6 billion.

""In Q2, there was a rising tide of online activity in many parts of the world, and we're proud that our services helped so many consumers and businesses,"" Pichai said in a statement. ""Our long-term investments in AI and Google Cloud are helping us drive significant improvements in everyone's digital experience.""

Even as he touted Google's gangbusters growth and recovery, Pichai kicked off a conference call to discuss the results with a reminder that the pandemic isn't over yet.

""First, I want to acknowledge that the new Covid-19 variants have been challenging for so many communities across the world,"" he said. ""I really encourage everyone to get the vaccine when it's available to you.""",REAL
92,"Facebook says it's moving forward with Instagram for kids despite backlash
https://cnnphilippines.com/business/2021/7/28/Facebook-moving-forward-with-Instagram-for-kids.html???","Facebook says it's moving forward with Instagram for kids despite backlash
https://cnnphilippines.com/business/2021/7/28/Facebook-moving-forward-with-Instagram-for-kids.html???

(CNN) — Facebook on Tuesday reaffirmed its intention to build an Instagram for kids under 13, despite pressure from lawmakers to back down on the plan, while simultaneously announcing new updates to address concerns about the safety of younger users on its platforms.

In a blog post, the company said it is developing ""a new Instagram experience for tweens"" managed by parents and guardians as part of its efforts to ""reduce the incentive for people under the age of 13 to lie about their age.""

""The reality is that they're already online, and with no foolproof way to stop people from misrepresenting their age, we want to build experiences designed specifically for them, managed by parents and guardians,"" the post said.

In March, BuzzFeed News obtained an internal Instagram memo stating the company had ""identified youth work as a priority"" and was planning to build a version specifically intended for kids.

In May, 44 attorneys general signed a letter addressed to Facebook CEO Mark Zuckerberg, urging him to scrap plans for an Instagram intended for younger users, citing mental health and privacy concerns. The letter came less than a month after child safety groups and Congress expressed similar concerns.

Facebook's plan to continue with the development of an Instagram for kids, reportedly called Instagram Youth, was tucked into an announcement around adding more safety measures to the popular photo-sharing platform. This includes setting the accounts of users under age 16 to private by default to cut down on unwanted interactions with strangers and limiting how advertisers target the demographic.

Marketers can no longer reach young users based on their interests or activity on Facebook, Instagram and Messenger. They can, however, still use age, gender or location for targeted ads.

Facebook also said it plans to use artificial intelligence to verify the age of its users and remove underage accounts. For example, the tool would allow it to search for keywords in Instagram posts, such as a happy birthday message, and cross reference it with the user's birth date registered on Facebook.",REAL
93,"Tesla just had a very good quarter. Wall Street is not impressed
https://cnnphilippines.com/business/2021/7/28/Tesla-stocks-Wall-Street-forecasts.html???","Tesla just had a very good quarter. Wall Street is not impressed
https://cnnphilippines.com/business/2021/7/28/Tesla-stocks-Wall-Street-forecasts.html???

(CNN) — The last time Tesla reported quarterly earnings this far above Wall Street expectations, in October of 2019, it started the stock on one of the most incredible bull runs ever.

Not this time.

Shares of Tesla were down 3% in early afternoon trading Tuesday, despite a strong second quarter that blew away Wall Street forecasts for both earnings and revenue. It's a sign that getting the market's biggest winner of 2020 back on track won't be easy.

Tesla's record $1.1 billion in net income in Q2 was more than twice the previous high it hit in the prior quarter and more than 10 times its entire 2020 net profit. Adjusted earnings of $1.6 billion and revenue of $12 billion both topped Wall Street forecasts by about 60%.

Problems, delays beyond the strong numbers
But this time investors are more focused on the problems that CEO Elon Musk and other Tesla executives discussed during a Monday evening conference call.

The company has once again pushed back the debut of its Cybertruck pickup and its semi-tractor heavy duty truck, this time into 2022, due mostly to battery shortages. Company leaders also discussed unexpected problems with the development of a promised ""4680"" battery that is supposed to provide a breakthrough in both battery costs and the distance a vehicle can travel on a single charge. They gave no time frame for when that battery will be available.

And Musk suggested that even though Tesla has started selling subscriptions for its full self-driving, or FSD, feature, the technology still isn't ready, even as he continued to promise it should be as soon as next year.

""We need to make full self-driving work in order for it to be a compelling value proposition,"" Musk said. ""Right now ... does it make sense for somebody to [pay for an] FSD subscription? I think it's debatable.""

These warnings on trucks, batteries and self-driving technology are a far more serious problem for Tesla and its shares than any bump they might get from one very good quarter, critics of the company say.

""Even though the earnings were good, they didn't in any way justify the multiples the shares are at,"" said analyst Gordon Johnson of GLJ Research, one of Tesla's harshest critics. ""Musk's grandiose promises are the reason for these multiples. To own or buy the stock, you have to believe it's in the lead in batteries and in the lead in full self-driving. Yesterday went a long way to undo the air of invincibility around the company.""",REAL
94,"DILG urges LGUs to ensure safe vaccination process amid rains, floods
https://cnnphilippines.com/news/2021/7/28/DILG-ensure-safe-vaccination-amid-rains-floods.html???","DILG urges LGUs to ensure safe vaccination process amid rains, floods
https://cnnphilippines.com/news/2021/7/28/DILG-ensure-safe-vaccination-amid-rains-floods.html???

Metro Manila (CNN Philippines, July 28) — The Department of the Interior and Local Government is directing local government units to ensure that people are safe from health risks when they receive their COVID-19 shots amid continuous rainfall and flooding in many parts of Luzon.

In a statement, the DILG said it has issued a directive to local leaders to ensure that vaccination sites, including outside premises and queue areas are safe and convenient and have little to no exposure to rains, floods, and other hazards.

""The safety of everyone should be top of mind as we carry out our vaccination efforts and especially during this rainy season,” Interior Secretary Eduardo Año said.

This is also in line with the call of President Rodrigo Duterte to ensure ""more sane"" vaccination process amid the rainy weather and the threat of the Delta coronavirus variant.

Duterte issued the order following reports that people scheduled for vaccination, especially in Metro Manila, braved the monsoon rains and floods to get inoculated.

The DILG also reminded LGUs to make sure their vaccination hubs can accommodate the special needs of the elderly, persons with comorbidity, and those with disabilities.

They were also instructed to improve their scheduling and appointment system to prevent long lines.

Meanwhile, Undersecretary Jonathan Malaya said alternative vaccination sites are now being identified in the National Capital Region to address overcrowding and flooding in 28 sites.

To date, the government has administered some 17.5 million vaccine doses, wherein around 6.3 million individuals received both their shots.

Authorities are hoping to vaccinate some 70 million Filipinos by the end of this year to achieve herd immunity.",REAL
95,"US CDC updates guidance, recommends vaccinated people wear masks indoors in certain areas
https://cnnphilippines.com/world/2021/7/28/US-CDC-updated-mask-mandate-Delta-variant.html???","US CDC updates guidance, recommends vaccinated people wear masks indoors in certain areas
https://cnnphilippines.com/world/2021/7/28/US-CDC-updated-mask-mandate-Delta-variant.html???

(CNN) — To prevent further spread of the Delta variant, the US Centers for Disease Control and Prevention updated its mask guidance on Tuesday to recommend that fully vaccinated people wear masks indoors when in areas with ""substantial"" and ""high"" transmission of COVID-19, which includes nearly two-thirds of all US counties.

""In recent days I have seen new scientific data from recent outbreak investigations showing that the Delta variant behaves uniquely differently from past strains of the virus that cause COVID-19,"" CDC Director Dr. Rochelle Walensky told a media briefing on Tuesday.

""This new science is worrisome and unfortunately warrants an update to our recommendations,"" she said. ""This is not a decision that we or CDC has made lightly.""

New unpublished data showing that vaccinated people infected with the Delta coronavirus variant can have as much virus as those who are unvaccinated is the primary driver for the CDC's latest mask guidance change, a source involved with the decision process told CNN. Overall, vaccinated people still play a small role in transmission and breakthrough infections are rare.

In addition, the source noted two other factors that led to this decision: the prevalence of the Delta variant and low vaccine uptake.

When the CDC previously revised its guidance on May 13 for vaccinated people to unmask, Delta only represented 1% of reported infections. Now, according to the CDC, it represents at least 83% of cases.

The source also noted that the country's overall level of vaccination is lower than what was initially expected and that most transmission is happening in areas with vaccination levels below 40% of the population.

""When you get information about risks and how to mitigate risks, there's a public health obligation to let people know about it,"" a senior administration official said. The White House is hoping that the new guidance will give local officials ""a lot of cover"" to implement new mask mandates where appropriate.",REAL
96,"5 ways to get your kids to wear masks
https://cnnphilippines.com/lifestyle/2021/7/28/Ways-to-get-kids-wear-mask.html???","5 ways to get your kids to wear masks
https://cnnphilippines.com/lifestyle/2021/7/28/Ways-to-get-kids-wear-mask.html???

(CNN) — Add it to your fall 2021 back to school shopping list: Buy more masks.

The US Centers for Disease Control and Prevention is expected to recommend that everyone in K-12 schools wear a mask, regardless of their vaccination status, as it updates its masking guidelines in response to the more transmissible Delta variant, according to an administration health official.

We know that little humans pull and tug at the masks constantly, and kids don't just stop there. They let the tops fall beneath their noses and sometimes even yank the things down below their mouths, just because they can.

Despite all these protests from children in countries where face coverings aren't already part of the culture, masks are a must this fall, according to the CDC.

The CDC has already recommended that all kids over the age of 2 wear face coverings in indoor public places to help reduce the spread of Covid-19.

That means that now is the time to get kids back on board with the reality of masks in schools. We know kids around the world who already know how to wear masks — it's simply part of their routine when they leave the house.

How do you get your child there? We've asked doctors, psychologists and parents for their best strategies for getting little ones to wear face coverings and keep them on. Here are their top five suggestions.

Know your child
Every child is different, which means it behooves parents to take the time to think about how each of their children may relate to face coverings.

""It's not a one-size-fits-all kind of thing,"" said Jennifer Sciolla, senior director of child and family services at Nemours Alfred I. duPont Hospital for Children in Wilmington, Delaware. ""You always want to make that time and space in the beginning for parents to consider their child.""

Parents should ask themselves a series of questions before even trying to formulate a strategy to get kids to wear face coverings, Sciolla suggested.

Among them: What is important to my child? How does my child understand information? How aware of the outside world is my child? To what extent might a mask or the possibility of a mask give my child anxiety?

Part of the issue is age. Toddlers may be frightened to see others in masks because they lack the ability to recognize and read faces that kids develop by adolescence, research has indicated.",REAL
97,"Metro Manila Council open to another ECQ
https://cnnphilippines.com/news/2021/7/28/Metro-Manila-Council-ready-for-ECQ-Delta-variant.html???","Metro Manila Council open to another ECQ
https://cnnphilippines.com/news/2021/7/28/Metro-Manila-Council-ready-for-ECQ-Delta-variant.html???

Metro Manila (CNN Philippines, July 28) — The Metro Manila Council said it is ready to implement again enhanced community quarantine in the region amid threats posed by the Delta coronavirus variant.

MMC chair Edwin Olivarez, however, pointed out that the next quarantine classification for the capital will still depend on the recommendations of health experts, data, and protocols to be implemented by local chief executives in their jurisdictions.

This comes after President Rodrigo Duterte said in his State of the Nation Address the possibility of imposing strict quarantine restrictions to curb the spread of the more transmissible Delta variant.

READ: Duterte says PH may go back to 'early days' due to Delta threat

The council is expected to discuss the matter on Wednesday.

The National Capital Region was last placed under ECQ early this year due to a spike in the number of infections, which was driven by the Alpha and Beta variants.

Speaking as Parañaque City mayor, Olivarez said the currently implemented general community quarantine with heightened restrictions is enough so far.

San Juan City Mayor Francis Zamora shared the same sentiment, noting that the Delta variant situation is still under control.

Both mayors also said that they still have the option to implement granular lockdowns to address a possible transmission of the virus.

So far, the country has recorded 119 Delta variant cases.

Other countries that are facing a surge in cases driven by the feared variant have implemented lockdowns to control its spread.

In the Philippines, health experts are recommending stricter protocols to prevent the same scenario from happening, but business leaders are against this because of its economic impact.

CNN Philippines correspondent Rex Remitio contributed to this report.",REAL
98,"Austin: US doesn't want conflict with China but won't 'flinch when our interests are threatened'
https://cnnphilippines.com/world/2021/7/28/US-Defense-Sec-Austin-South-China-Sea.html???","Austin: US doesn't want conflict with China but won't 'flinch when our interests are threatened'
https://cnnphilippines.com/world/2021/7/28/US-Defense-Sec-Austin-South-China-Sea.html???

(CNN) — US Secretary of Defense Lloyd Austin said Tuesday that China's claims and actions in the Indo-Pacific threaten the sovereignty of nations around the region while Washington is committed to building partnerships that guarantee the vital interest of all nations.

""Beijing's claim to the vast majority of the South China Sea has no basis in international law. That assertion treads on the sovereignty of states in the region,"" Austin said in a speech to the International Institute for Strategic Studies in Singapore.

China claims almost all of the 1.3-million-square-mile South China Sea as its sovereign territory, despite much of those claims running against international law.

The US defense chief said China's intransigence extended beyond the South China Sea.

""Beijing's unwillingness to resolve disputes peacefully and respect the rule of law isn't just occurring on the water. We have also seen aggression against India, destabilizing military activity and other forms of coercion against the people of Taiwan, and genocide and crimes against humanity against Uyghur Muslims in Xinjiang,"" Austin said

Despite that list, Austin said the US does not seek military conflict with Beijing.

""We will not flinch when our interests are threatened. Yet we do not seek confrontation,"" he said.

""Let me be clear: ... I am committed to pursuing a constructive, stable relationship with China,"" he said.

But six months into the Biden administration, relations between Washington and Beijing, which have worsened in recent years, are rockier than ever.

The current tension was highlighted a day earlier in a war of words between senior diplomats for the two countries during talks in Tianjin, China.

A US delegation led by the Deputy Secretary of State Wendy Sherman met with Chinese Foreign Minister Wang Yi and other officials.

The State Department called the meetings ""frank and open"" -- diplomatic code for a skirmish -- and painted Beijing as an international outlier that is subverting international norms.",REAL
99,"The US could again see 200K COVID-19 cases daily, former CDC director says, as new mask guidance expected
https://cnnphilippines.com/world/2021/7/28/US-daily-coronavirus-cases-could-reach-200K.html???","The US could again see 200K COVID-19 cases daily, former CDC director says, as new mask guidance expected
https://cnnphilippines.com/world/2021/7/28/US-daily-coronavirus-cases-could-reach-200K.html???

(CNN) — The US could see nearly four times the current rate of COVID-19 cases in the next four to six weeks as the Delta variant spreads and the population hits a wall on vaccinations, a former director of the US Centers for Disease Control and Prevention told CNN.

That warning comes as the CDC is expected to change its masking guidance Tuesday -- by recommending that vaccinated people in certain parts of the country resume wearing masks, and that everyone in K-12 schools wear masks regardless of vaccination status -- according to sources familiar with the decisions.

""We're heading into a rough time. It's likely, if our trajectory is similar to that in the United Kingdom, that we could see as many as 200,000 cases a day,"" Dr. Tom Frieden said Monday, adding the US likely won't see the ""horrific death tolls"" of earlier in the pandemic thanks to the number of vulnerable people who are vaccinated.

But, he said, ""You will see a steady increase in deaths, and these are preventable deaths.""

Cases have jumped as the Delta variant gained in prominence. Every state saw more COVID-19 cases reported in the past week than the week previous, according to Johns Hopkins University data.

The US averaged more than 57,300 new daily cases over the last week -- an average that's generally risen since the country hit a 2021 low of 11,351 daily on June 22, according to Johns Hopkins University data.

The last time more than 200,000 US cases were reported in a day was in January, according to Johns Hopkins.

The Delta variant is believed to be more transmissible than other strains -- so much so, Frieden said, that it is essentially finding people who are unvaccinated.

And much of the country remains unvaccinated, despite incentive programs and urging from health experts. Only 49.1% of the US population is fully vaccinated, according to the CDC. Daily vaccination rates are slowing, with only about two thirds of the eligible population having received at least one dose, the CDC said.",REAL
100,"Walmart will cover full college tuition and books for its workers at some schools
https://cnnphilippines.com/business/2021/7/28/Walmart-full-college-tuition-and-books-coverage-for-workers.html???","Walmart will cover full college tuition and books for its workers at some schools
https://cnnphilippines.com/business/2021/7/28/Walmart-full-college-tuition-and-books-coverage-for-workers.html???

(CNN) — Walmart will pay for full college tuition and book costs at some schools for its US workers, the latest effort by the largest private employer in the country to sweeten its benefits as it seeks to attract and retain talent in a tight job market.

The program includes 10 academic partners ranging from the University of Arizona to Southern New Hampshire University. Participants must remain part-time or full-time employees at Walmart to be eligible.

The company said Tuesday that it will drop a previous $1 a day fee paid by Walmart and Sam's Club workers who want to earn a degree and also begin covering the costs of their books. Around 28,000 workers participate in the program, which Walmart began in 2018. Walmart has around 1.5 million workers.

""We feel that eliminating the dollar a day investment removes the financial barriers to enrollment, and it will increase access,"" Lorraine Stomski, senior vice president of learning and leadership at Walmart, said on a call with reporters Tuesday.

Walmart also said it was adding four new academic partners, bringing the total to 10, and offering more degree and certificate options in areas like business administration, supply chain and cybersecurity.

Walmart has incentive to expand the program. Employees who have participated in the program are twice as likely to get promoted and are retained at a ""significantly higher rate"" than other workers, Stomski said.

The move comes as retailers around the country face challenges hiring employees to staff stores and warehouses.

In May, there were 974,000 unfilled jobs in the retail industry, according to the latest data from the Bureau of Labor Statistics.

Walmart earlier this year raised wages for 425,000 US workers to at least $13 an hour. Walmart's minimum wage is $11 an hour, below competitors such as Amazon and Target's $15 starting rate.

Other retailers are also increasing wages, offering hiring and referral bonuses and expanding benefits as they hunt for workers.

This story was first published on CNNcom, ""Walmart will cover full college tuition and books for its workers at some schools.""",REAL
101,"Hard-won gains at risk as Delta variant spreads - WHO
https://news.abs-cbn.com/spotlight/07/31/21/hard-won-gains-at-risk-as-delta-variant-spreads-who","Hard-won gains at risk as Delta variant spreads - WHO
https://news.abs-cbn.com/spotlight/07/31/21/hard-won-gains-at-risk-as-delta-variant-spreads-who

GENEVA - The world is at risk of losing hard-won gains in fighting COVID-19 as the highly transmissible Delta variant spreads, but WHO-approved vaccines remain effective, the World Health Organization said on Friday.

The US Centers for Disease Control and Prevention (CDC) has described the Delta variant of the coronavirus as being as transmissible as chickenpox and cautioned it could cause severe disease, the Washington Post said, citing an internal CDC document.

COVID-19 infections have increased by 80% over the past four weeks in most regions of the world, WHO director-general Tedros Adhanom Ghebreyesus said. Deaths in Africa - where only 1.5% of the population is vaccinated - rose by 80% over the same period.

""Hard-won gains are in jeopardy or being lost, and health systems in many countries are being overwhelmed,"" Tedros told a news conference.

The Delta variant has been detected in 132 countries, becoming the dominant global strain, according to the WHO.

NCR under ECQ from Aug. 6-20 to curb COVID-19 Delta variant spread: Palace
""The vaccines that are currently approved by the WHO all provide significant protection against severe disease and hospitalization from all the variants, including the Delta variant,"" said WHO's top emergency expert, Mike Ryan.

""We are fighting the same virus but a virus that has become faster and better adapted to transmitting amongst us humans, that's the change,"" he said.

Maria van Kerkhove, WHO technical lead on COVID-19, said the Delta variant was the most easily spread so far, about 50% more transmissible than ancestral strains of SARS-CoV-2 that first emerged in China in late 2019.

A few countries had reported increased hospitalization rates, but higher rates of mortality had not been recorded from the Delta variant, she said.

Asian nations impose stricter COVID-19 restrictions due to Delta outbreaks
Japan said on Friday it would expand states of emergency to three prefectures near Olympic host city Tokyo and the western prefecture of Osaka, as COVID-19 cases spike in the capital and around the country, overshadowing the Summer Games.

Ryan noted that Tokyo had recorded more than 3,000 cases in the past 24 hours, among some 10,000 new infections in Japan.

""The Olympics is a part of that overall context and the risk management that is place around the Olympics is extremely comprehensive,"" he said. ",REAL
102,"Nigerian sprinter Okagbare fails drug test, out of Olympics
https://news.abs-cbn.com/sports/07/31/21/nigerian-sprinter-okagbare-fails-drug-test-out-of-olympics","Nigerian sprinter Okagbare fails drug test, out of Olympics
https://news.abs-cbn.com/sports/07/31/21/nigerian-sprinter-okagbare-fails-drug-test-out-of-olympics

Nigerian sprinter Blessing Okagbare has been barred from the Olympics after failing a drug test, the first doping case of the Tokyo games track and field competition, officials said Saturday.

The Athletics Integrity Unit said in a statement that Okagbare, who won her opening heat of the women's 100m on Friday, had tested positive for human growth hormone.

The out-of-competition test was conducted on July 19.",REAL
